datetime,open,high,low,close,volume
2024-05-02 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-02 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-02 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-03 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-04 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-05 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-06 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-07 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-08 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-09 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-10 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-11 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-12 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-13 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-14 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-15 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-16 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-17 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-18 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-19 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-20 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-21 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-22 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-23 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-24 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-25 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-26 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-27 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-28 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-29 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-30 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 08:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 12:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 16:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-05-31 20:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-06-01 00:00:00,1.4174,1.4174,1.4174,1.4174,0.0
2024-06-01 04:00:00,1.4174,1.4174,1.4174,1.4174,0.0
